customer_id,tenure_months,monthly_charge,contract_type,payment_method,autopay,support_tickets_90d,weekly_usage_hours,num_products,late_payments_12m,discount_active,satisfaction_score,region,churn
CUST-02805,13,50.25,Monthly,Debit Card,No,0,13.2,2,2,Yes,1,Northeast,1
CUST-02806,70,77.67,Two-Year,Debit Card,No,1,19.8,2,1,Yes,3,Midwest,0
CUST-02807,21,82.77,Two-Year,Bank Transfer,Yes,0,3.1,1,1,No,2,Midwest,0
CUST-02808,23,78.61,Monthly,PayPal,Yes,2,5.5,2,2,No,5,South,1
CUST-02809,57,66.13,Monthly,Credit Card,No,1,6.7,1,0,No,3,West,1
CUST-02810,14,29.4,Monthly,Bank Transfer,No,1,11.2,2,0,Yes,3,Northeast,0
CUST-02811,37,60.77,Two-Year,PayPal,Yes,1,7.5,4,0,Yes,5,West,0
CUST-02812,21,29.65,Annual,Credit Card,Yes,1,4.3,1,0,No,3,West,0
CUST-02813,15,25.23,Monthly,Bank Transfer,Yes,3,6.0,3,1,Yes,2,Midwest,1
CUST-02814,70,56.3,Monthly,Debit Card,Yes,2,9.3,4,0,No,5,West,0
CUST-02815,15,61.42,Annual,Debit Card,Yes,0,6.4,4,1,No,4,Northeast,1
CUST-02816,7,68.26,Monthly,Debit Card,Yes,4,18.3,2,2,No,3,South,1
CUST-02817,49,60.95,Monthly,Bank Transfer,No,0,10.2,3,1,Yes,2,Northeast,0
CUST-02818,63,61.57,Monthly,Credit Card,Yes,1,4.3,1,0,No,5,South,0
CUST-02819,10,34.28,Monthly,Debit Card,No,2,8.0,2,0,No,2,Northeast,1
CUST-02820,51,50.11,Two-Year,PayPal,Yes,1,11.5,2,0,No,4,Northeast,0
CUST-02821,39,24.87,Annual,Bank Transfer,Yes,1,9.7,1,3,Yes,2,Northeast,0
CUST-02822,60,15.94,Monthly,Credit Card,Yes,0,6.2,1,0,Yes,3,Midwest,0
CUST-02823,10,65.33,Monthly,Credit Card,Yes,2,7.3,1,0,Yes,2,South,1
CUST-02824,71,38.44,Annual,Bank Transfer,No,1,7.9,1,0,No,1,Midwest,0
CUST-02825,45,67.7,Monthly,PayPal,No,2,14.1,2,1,Yes,4,Midwest,0
CUST-02826,61,71.95,Monthly,Debit Card,No,1,11.7,3,0,No,4,Midwest,0
CUST-02827,27,40.85,Monthly,Debit Card,No,1,3.0,2,1,Yes,2,West,1
CUST-02828,68,62.63,Annual,Debit Card,No,2,17.8,2,2,No,2,Midwest,0
CUST-02829,46,40.1,Two-Year,PayPal,No,0,20.9,2,4,Yes,5,Midwest,0
CUST-02830,10,18.77,Annual,PayPal,Yes,4,6.5,1,0,No,4,Northeast,0
CUST-02831,67,54.22,Monthly,PayPal,No,3,10.8,1,1,Yes,4,Northeast,0
CUST-02832,58,43.52,Annual,Credit Card,Yes,0,29.0,1,1,No,3,Midwest,0
CUST-02833,22,44.08,Monthly,PayPal,Yes,1,8.2,3,0,No,4,West,0
CUST-02834,40,87.56,Annual,Credit Card,No,1,9.3,3,1,Yes,3,Midwest,0
CUST-02835,28,24.53,Monthly,Bank Transfer,No,2,12.2,2,0,No,3,West,1
CUST-02836,40,58.89,Monthly,Credit Card,Yes,1,16.5,2,1,Yes,4,West,0
CUST-02837,70,34.09,Monthly,Credit Card,No,1,2.4,4,2,No,1,West,1
CUST-02838,65,68.35,Monthly,Credit Card,Yes,2,8.1,1,1,No,2,Midwest,0
CUST-02839,16,57.37,Monthly,Credit Card,No,3,16.5,1,1,No,4,West,0
CUST-02840,70,58.83,Annual,Debit Card,No,2,12.4,2,0,Yes,3,Midwest,0
CUST-02841,32,34.99,Annual,PayPal,Yes,1,10.2,2,1,Yes,5,South,0
CUST-02842,51,38.22,Annual,Bank Transfer,No,0,9.3,4,1,No,2,Northeast,0
CUST-02843,56,68.69,Monthly,Debit Card,No,6,16.0,3,2,Yes,2,West,0
CUST-02844,35,83.87,Monthly,Debit Card,No,2,11.6,3,0,No,1,South,0
CUST-02845,33,60.65,Monthly,Credit Card,No,0,20.0,2,1,No,5,Northeast,0
CUST-02846,33,35.85,Monthly,PayPal,No,0,7.5,3,2,Yes,5,Midwest,0
CUST-02847,63,58.1,Monthly,Credit Card,Yes,5,1.7,2,1,Yes,5,South,0
CUST-02848,28,95.69,Two-Year,Credit Card,No,2,15.0,2,3,Yes,5,South,0
CUST-02849,21,53.84,Two-Year,Credit Card,Yes,2,7.0,2,1,No,5,West,0
CUST-02850,27,78.31,Monthly,Credit Card,Yes,4,8.6,3,1,No,5,Midwest,0
CUST-02851,15,38.67,Annual,PayPal,Yes,1,9.7,1,1,No,3,Northeast,0
CUST-02852,29,51.24,Annual,Credit Card,Yes,1,6.1,2,1,No,4,Northeast,0
CUST-02853,9,63.15,Monthly,Credit Card,No,2,3.5,2,0,No,1,Midwest,1
CUST-02854,7,59.15,Annual,PayPal,No,3,14.4,2,1,No,5,Northeast,0
CUST-02855,53,38.21,Monthly,Credit Card,No,0,0.8,2,1,No,2,Northeast,0
CUST-02856,6,37.43,Monthly,PayPal,Yes,2,24.5,2,0,Yes,4,South,1
CUST-02857,41,69.79,Two-Year,Debit Card,Yes,2,8.7,2,1,Yes,3,Northeast,0
CUST-02858,57,73.45,Annual,Bank Transfer,Yes,2,1.7,2,0,No,4,West,0
CUST-02859,53,79.22,Monthly,PayPal,Yes,1,15.6,1,2,No,5,South,0
CUST-02860,33,84.47,Monthly,Credit Card,No,1,2.3,2,0,No,4,South,0
CUST-02861,14,54.42,Two-Year,Bank Transfer,Yes,0,5.9,1,2,Yes,5,Midwest,0
CUST-02862,68,46.4,Monthly,Debit Card,No,1,21.2,3,1,No,3,South,0
CUST-02863,61,76.32,Two-Year,Credit Card,Yes,5,11.1,3,0,Yes,4,South,0
CUST-02864,45,64.84,Annual,PayPal,No,0,10.2,1,0,Yes,5,South,0
CUST-02865,7,34.32,Monthly,PayPal,No,1,11.0,1,1,No,4,West,0
CUST-02866,3,33.39,Annual,Credit Card,No,2,4.7,1,1,No,4,Northeast,0
CUST-02867,23,60.85,Annual,Debit Card,Yes,0,1.4,3,0,No,3,Midwest,0
CUST-02868,12,48.81,Annual,Credit Card,Yes,3,11.3,1,1,No,5,Midwest,0
CUST-02869,62,51.52,Monthly,PayPal,No,1,10.5,2,0,No,3,South,0
CUST-02870,15,71.31,Monthly,Bank Transfer,Yes,3,7.8,2,1,Yes,3,Midwest,0
CUST-02871,21,65.66,Monthly,Debit Card,Yes,1,17.9,3,2,Yes,2,Northeast,1
CUST-02872,71,75.94,Annual,Bank Transfer,No,0,13.3,2,1,Yes,3,Northeast,0
CUST-02873,59,17.23,Annual,Credit Card,No,2,3.9,2,0,No,3,Midwest,0
CUST-02874,16,56.56,Annual,PayPal,No,1,6.7,2,2,No,5,South,0
CUST-02875,28,64.5,Annual,Bank Transfer,Yes,0,5.9,3,0,No,4,West,0
CUST-02876,38,24.52,Monthly,PayPal,Yes,1,4.8,2,1,No,5,Midwest,0
CUST-02877,48,40.21,Monthly,Credit Card,No,5,16.7,2,1,Yes,4,Northeast,0
CUST-02878,68,36.87,Annual,Debit Card,Yes,2,6.7,1,1,Yes,5,South,0
CUST-02879,63,52.39,Monthly,Credit Card,Yes,1,13.4,1,3,No,2,Midwest,0
CUST-02880,71,81.3,Annual,PayPal,Yes,3,11.5,1,0,Yes,4,West,0
CUST-02881,3,88.41,Monthly,Bank Transfer,No,0,3.9,2,0,Yes,2,South,1
CUST-02882,18,37.34,Monthly,Debit Card,Yes,1,16.7,2,1,No,2,Northeast,0
CUST-02883,41,61.48,Two-Year,Credit Card,No,3,8.3,4,1,No,1,Midwest,0
CUST-02884,4,62.06,Monthly,Credit Card,Yes,1,6.7,1,2,No,4,South,0
CUST-02885,26,58.98,Monthly,PayPal,Yes,2,3.2,2,1,Yes,4,Midwest,0
CUST-02886,12,59.18,Annual,PayPal,No,2,5.0,3,2,No,3,South,1
CUST-02887,68,57.47,Annual,Credit Card,No,1,4.3,1,0,No,5,South,0
CUST-02888,5,82.38,Two-Year,PayPal,No,1,2.6,2,1,No,5,South,0
CUST-02889,11,71.84,Two-Year,Credit Card,No,2,11.0,2,1,Yes,5,West,0
CUST-02890,15,32.92,Annual,PayPal,Yes,0,4.4,2,0,No,4,South,0
CUST-02891,11,66.32,Monthly,Debit Card,Yes,4,9.0,1,0,No,4,South,0
CUST-02892,41,68.06,Monthly,Credit Card,Yes,3,15.8,1,0,No,3,South,0
CUST-02893,27,57.67,Two-Year,PayPal,Yes,3,12.6,1,2,No,4,Northeast,0
CUST-02894,66,72.37,Monthly,PayPal,No,1,9.8,3,0,No,2,Northeast,0
CUST-02895,19,55.39,Two-Year,Debit Card,No,1,1.9,1,1,No,5,West,0
CUST-02896,39,55.61,Annual,PayPal,Yes,1,2.6,1,1,Yes,4,West,0
CUST-02897,48,54.18,Monthly,Debit Card,Yes,0,5.7,2,1,No,3,Midwest,0
CUST-02898,46,15.67,Monthly,Credit Card,No,2,10.3,4,1,Yes,2,South,0
CUST-02899,58,50.55,Annual,Bank Transfer,No,5,4.4,1,1,No,3,Midwest,0
CUST-02900,15,39.97,Monthly,Bank Transfer,Yes,0,4.3,2,1,No,2,Northeast,0
CUST-02901,37,30.64,Monthly,Credit Card,Yes,2,15.3,1,0,No,5,Northeast,0
CUST-02902,58,77.81,Annual,Bank Transfer,Yes,0,7.2,1,0,No,4,Northeast,0
CUST-02903,63,61.08,Monthly,PayPal,Yes,2,2.7,3,1,Yes,4,Midwest,0
CUST-02904,45,51.46,Monthly,Credit Card,Yes,2,10.4,2,1,Yes,4,South,0
CUST-02905,47,41.83,Annual,Debit Card,Yes,2,3.5,2,2,No,5,Northeast,0
CUST-02906,63,57.33,Annual,Credit Card,Yes,2,10.3,1,0,Yes,2,South,0
CUST-02907,45,69.85,Monthly,PayPal,Yes,5,6.5,2,0,Yes,4,West,0
CUST-02908,69,37.11,Two-Year,Bank Transfer,Yes,1,8.6,1,3,No,4,South,0
CUST-02909,10,51.91,Two-Year,Debit Card,Yes,5,4.2,2,1,No,5,South,0
CUST-02910,26,67.63,Monthly,Debit Card,Yes,1,6.3,2,1,No,3,South,0
CUST-02911,9,17.15,Monthly,Credit Card,No,4,5.7,2,0,No,3,Northeast,0
CUST-02912,7,50.96,Annual,Debit Card,No,1,4.6,2,0,No,1,South,0
CUST-02913,34,44.27,Monthly,PayPal,Yes,1,6.4,1,0,Yes,5,South,0
CUST-02914,17,49.59,Annual,Credit Card,Yes,3,1.9,3,3,Yes,3,South,0
CUST-02915,30,42.97,Annual,PayPal,No,1,12.1,4,0,No,2,West,0
CUST-02916,32,54.48,Monthly,Debit Card,Yes,2,11.7,3,0,No,5,South,0
CUST-02917,45,86.63,Monthly,PayPal,No,2,6.7,1,1,No,5,South,0
CUST-02918,69,46.17,Monthly,PayPal,No,0,6.8,1,0,No,4,South,0
CUST-02919,62,57.25,Two-Year,PayPal,Yes,1,6.3,2,0,Yes,3,Northeast,0
CUST-02920,28,87.91,Monthly,Debit Card,Yes,1,12.1,2,1,No,4,South,0
CUST-02921,24,42.1,Two-Year,PayPal,Yes,0,5.5,3,0,Yes,2,Midwest,0
CUST-02922,56,84.66,Monthly,PayPal,Yes,1,13.7,1,3,No,2,Midwest,0
CUST-02923,9,52.1,Annual,PayPal,Yes,1,3.2,2,1,No,4,Northeast,0
CUST-02924,39,84.07,Two-Year,PayPal,No,1,13.8,1,0,No,5,Midwest,0
CUST-02925,31,65.5,Monthly,Bank Transfer,Yes,2,1.5,4,2,No,2,South,0
CUST-02926,14,57.53,Monthly,Credit Card,No,0,6.1,1,0,No,4,Northeast,0
CUST-02927,45,50.82,Annual,Credit Card,No,1,12.2,3,0,No,3,West,0
CUST-02928,24,40.77,Annual,Bank Transfer,Yes,0,13.3,3,1,Yes,1,West,1
CUST-02929,14,53.36,Monthly,Credit Card,No,0,3.3,1,0,No,3,South,1
CUST-02930,48,68.15,Monthly,Bank Transfer,No,2,10.6,3,0,No,1,Midwest,0
CUST-02931,13,51.76,Annual,PayPal,Yes,0,10.0,1,3,No,2,Midwest,0
CUST-02932,49,46.3,Monthly,Bank Transfer,No,1,11.0,1,1,Yes,3,West,0
CUST-02933,12,47.49,Annual,PayPal,No,2,27.2,2,1,Yes,2,Northeast,0
CUST-02934,32,69.86,Monthly,PayPal,Yes,2,28.8,3,1,No,3,Northeast,0
CUST-02935,59,74.05,Monthly,PayPal,No,1,15.7,2,3,Yes,1,Midwest,0
CUST-02936,17,39.99,Annual,Debit Card,No,1,4.4,1,0,No,1,Northeast,1
CUST-02937,56,39.97,Monthly,Debit Card,No,1,5.9,2,0,Yes,5,West,0
CUST-02938,52,58.83,Two-Year,Credit Card,No,1,8.7,2,0,Yes,5,Northeast,0
CUST-02939,65,79.5,Annual,Credit Card,Yes,1,6.1,1,0,No,3,Midwest,0
CUST-02940,13,72.63,Monthly,Bank Transfer,Yes,4,4.5,1,3,No,5,Northeast,1
CUST-02941,52,29.47,Monthly,Credit Card,Yes,4,13.5,1,0,No,3,Midwest,0
CUST-02942,68,47.25,Monthly,PayPal,No,3,3.3,2,1,Yes,4,Northeast,0
CUST-02943,55,35.25,Annual,Debit Card,Yes,2,1.6,2,0,Yes,4,Northeast,0
CUST-02944,14,47.18,Annual,Credit Card,Yes,1,11.8,2,0,No,3,Northeast,0
CUST-02945,60,80.88,Annual,Bank Transfer,Yes,1,11.5,1,0,Yes,3,Midwest,0
CUST-02946,8,26.39,Monthly,Credit Card,No,5,2.7,3,1,Yes,3,Northeast,0
CUST-02947,43,22.86,Monthly,PayPal,Yes,4,2.7,2,3,No,4,South,0
CUST-02948,36,37.09,Monthly,Debit Card,Yes,2,7.6,1,1,Yes,1,West,0
CUST-02949,39,57.17,Annual,Credit Card,Yes,1,9.2,3,0,No,5,South,0
CUST-02950,38,63.17,Monthly,Credit Card,Yes,1,6.3,2,0,No,3,Northeast,0
CUST-02951,3,59.87,Monthly,PayPal,Yes,0,5.5,2,1,Yes,4,Midwest,0
CUST-02952,37,73.16,Monthly,Credit Card,Yes,1,7.3,1,2,No,3,Northeast,0
CUST-02953,68,20.26,Monthly,PayPal,No,0,11.2,1,0,No,5,Midwest,0
CUST-02954,32,73.39,Annual,PayPal,Yes,3,2.8,2,2,Yes,2,South,0
CUST-02955,20,46.38,Annual,Credit Card,Yes,1,8.3,3,0,No,3,West,0
CUST-02956,72,65.17,Two-Year,Credit Card,No,0,4.5,2,0,No,4,Northeast,0
CUST-02957,8,28.18,Monthly,Credit Card,Yes,0,25.2,1,0,Yes,3,South,0
CUST-02958,36,52.09,Annual,PayPal,Yes,1,8.6,2,0,No,4,West,0
CUST-02959,37,56.25,Monthly,Debit Card,Yes,2,17.4,1,0,No,1,Midwest,0
CUST-02960,35,72.8,Annual,Credit Card,Yes,2,10.9,1,1,Yes,5,Northeast,0
CUST-02961,67,23.47,Annual,Debit Card,Yes,2,21.0,3,0,No,5,Northeast,0
CUST-02962,31,52.55,Monthly,Debit Card,No,2,7.4,2,0,Yes,2,South,0
CUST-02963,71,32.47,Annual,PayPal,Yes,4,8.0,2,0,Yes,4,South,0
CUST-02964,5,61.1,Monthly,Credit Card,Yes,2,6.7,1,1,No,1,Northeast,0
CUST-02965,53,65.99,Monthly,Credit Card,No,1,4.9,1,1,Yes,5,West,0
CUST-02966,43,75.17,Monthly,Debit Card,Yes,3,2.9,2,0,Yes,2,Northeast,1
CUST-02967,18,42.37,Monthly,PayPal,No,1,9.2,2,1,Yes,3,West,0
CUST-02968,17,68.69,Two-Year,PayPal,Yes,1,13.2,2,1,No,5,Midwest,0
CUST-02969,52,76.5,Annual,Credit Card,No,2,7.1,2,0,Yes,2,Midwest,0
CUST-02970,46,22.42,Annual,Credit Card,No,1,5.7,2,0,No,5,Midwest,0
CUST-02971,45,63.02,Two-Year,PayPal,Yes,2,17.0,2,0,No,4,Northeast,0
CUST-02972,4,69.25,Annual,Credit Card,No,2,3.8,1,0,No,4,South,0
CUST-02973,44,47.34,Monthly,PayPal,Yes,1,7.8,2,0,No,2,West,0
CUST-02974,71,30.21,Monthly,Debit Card,No,3,11.8,2,0,No,4,West,0
CUST-02975,2,68.97,Monthly,Credit Card,Yes,1,4.4,2,1,Yes,4,Northeast,0
CUST-02976,34,30.41,Two-Year,Debit Card,Yes,1,7.9,1,0,No,3,West,0
CUST-02977,36,48.79,Two-Year,Credit Card,Yes,3,13.5,4,0,Yes,3,South,0
CUST-02978,65,51.28,Annual,PayPal,No,2,4.3,1,0,No,4,Midwest,0
CUST-02979,21,64.88,Monthly,Credit Card,No,1,11.0,4,0,No,3,West,0
CUST-02980,35,40.72,Monthly,Debit Card,No,0,2.3,3,1,Yes,4,Northeast,0
CUST-02981,52,39.68,Two-Year,Debit Card,Yes,2,7.0,2,2,No,3,Northeast,0
CUST-02982,5,53.78,Monthly,Credit Card,Yes,0,14.7,1,0,No,5,South,0
CUST-02983,58,70.12,Annual,PayPal,Yes,1,11.3,2,0,No,4,Midwest,0
CUST-02984,60,93.17,Monthly,PayPal,Yes,2,15.3,1,2,No,2,South,0
CUST-02985,52,24.87,Monthly,Bank Transfer,Yes,1,1.2,3,2,No,5,Midwest,1
CUST-02986,47,57.68,Annual,Credit Card,No,1,7.2,1,1,No,5,West,0
CUST-02987,54,32.44,Two-Year,Credit Card,No,0,4.6,2,0,No,5,Northeast,0
CUST-02988,57,70.34,Annual,Credit Card,Yes,1,7.4,2,2,Yes,3,West,0
CUST-02989,66,35.11,Monthly,Bank Transfer,Yes,1,13.8,1,0,No,3,Northeast,0
CUST-02990,31,39.86,Monthly,Debit Card,No,1,18.3,2,0,No,1,West,0
CUST-02991,33,41.39,Two-Year,Credit Card,No,1,23.1,2,0,No,5,Midwest,0
CUST-02992,46,50.63,Annual,PayPal,No,2,5.8,1,0,No,4,West,0
CUST-02993,14,57.82,Monthly,Credit Card,Yes,0,2.1,1,0,No,3,West,1
CUST-02994,62,60.71,Annual,Debit Card,Yes,4,1.7,2,0,No,2,Northeast,0
CUST-02995,56,51.9,Monthly,Debit Card,Yes,1,3.2,2,0,No,5,Midwest,0
CUST-02996,46,28.06,Monthly,PayPal,No,0,13.0,2,0,No,3,South,0
CUST-02997,22,65.1,Annual,PayPal,No,2,10.2,1,2,No,4,South,0
CUST-02998,26,51.05,Annual,Debit Card,No,3,18.3,2,1,No,2,South,0
CUST-02999,32,72.91,Monthly,PayPal,Yes,2,10.5,1,1,No,2,Midwest,0
CUST-03000,48,39.26,Monthly,Debit Card,Yes,2,7.4,1,0,No,3,Midwest,0
CUST-03001,57,23.16,Two-Year,Credit Card,Yes,1,5.8,2,0,No,3,Midwest,0
CUST-03002,49,51.39,Annual,Bank Transfer,No,1,16.9,2,1,Yes,3,Northeast,0
CUST-03003,67,75.33,Annual,PayPal,Yes,2,1.2,2,2,Yes,3,South,0
CUST-03004,70,54.9,Monthly,Bank Transfer,No,2,3.4,1,3,No,2,West,1
CUST-03005,51,48.41,Two-Year,PayPal,Yes,3,11.6,2,0,No,5,Midwest,0
CUST-03006,27,36.33,Two-Year,Credit Card,Yes,1,6.2,1,0,No,4,South,0
CUST-03007,44,83.64,Monthly,Debit Card,Yes,3,12.8,1,1,No,1,Northeast,0
CUST-03008,31,33.47,Monthly,Debit Card,Yes,0,12.0,3,0,No,3,West,0
CUST-03009,46,38.94,Annual,Credit Card,No,2,11.2,4,0,No,4,South,0
CUST-03010,59,62.26,Annual,Debit Card,No,1,10.9,4,0,Yes,3,West,0
CUST-03011,27,18.59,Annual,Debit Card,No,1,13.5,2,0,No,4,South,0
CUST-03012,37,74.94,Two-Year,Credit Card,Yes,2,13.5,1,0,No,5,Midwest,0
CUST-03013,4,63.24,Annual,Bank Transfer,No,3,7.9,3,0,No,4,Northeast,0
CUST-03014,54,68.19,Monthly,Credit Card,Yes,0,6.7,2,1,No,3,Northeast,0
CUST-03015,36,62.05,Monthly,Debit Card,No,3,9.7,4,0,No,2,Northeast,1
CUST-03016,34,49.1,Annual,PayPal,No,2,15.6,2,0,Yes,1,South,0
CUST-03017,39,32.86,Monthly,PayPal,Yes,0,4.7,2,0,No,1,Midwest,1
CUST-03018,16,49.48,Monthly,Credit Card,Yes,1,7.0,1,0,No,3,South,0
CUST-03019,44,34.45,Annual,PayPal,Yes,1,5.6,1,1,No,1,West,0
CUST-03020,54,60.75,Monthly,PayPal,Yes,1,4.1,2,0,Yes,3,Northeast,0
CUST-03021,26,66.52,Annual,Bank Transfer,No,3,5.9,4,3,No,1,West,1
CUST-03022,10,78.58,Monthly,Credit Card,No,1,3.1,2,1,No,5,Midwest,1
CUST-03023,28,58.69,Monthly,Credit Card,Yes,2,2.8,1,1,No,3,South,1
CUST-03024,15,68.64,Monthly,PayPal,Yes,3,19.5,2,0,No,4,South,0
CUST-03025,27,46.65,Annual,Credit Card,No,4,3.8,1,0,No,5,South,0
CUST-03026,46,43.39,Annual,PayPal,Yes,0,11.2,4,1,No,5,West,0
CUST-03027,9,60.53,Monthly,PayPal,Yes,3,23.1,1,1,Yes,5,South,0
CUST-03028,54,45.04,Monthly,PayPal,No,1,14.9,1,0,Yes,4,Midwest,0
CUST-03029,17,56.85,Monthly,Bank Transfer,Yes,1,10.9,2,1,No,3,Midwest,1
CUST-03030,65,32.9,Annual,PayPal,Yes,0,12.0,2,0,No,3,West,0
CUST-03031,53,36.13,Two-Year,Bank Transfer,Yes,0,5.7,2,0,No,3,Northeast,0
CUST-03032,20,63.44,Annual,PayPal,Yes,2,15.1,1,0,No,4,Midwest,0
CUST-03033,41,67.96,Monthly,Credit Card,No,2,20.5,3,1,No,3,South,1
CUST-03034,8,34.26,Annual,PayPal,No,4,6.4,2,0,Yes,2,South,1
CUST-03035,8,64.07,Monthly,PayPal,No,1,2.7,1,0,Yes,1,South,0
CUST-03036,69,42.41,Monthly,Bank Transfer,No,3,13.2,1,1,No,3,South,0
CUST-03037,58,52.3,Monthly,Credit Card,Yes,1,26.9,2,0,No,5,South,0
CUST-03038,12,77.5,Monthly,Debit Card,Yes,1,4.1,2,0,Yes,4,South,0
CUST-03039,21,66.53,Monthly,PayPal,No,0,1.1,2,0,No,3,West,1
CUST-03040,15,66.33,Annual,Credit Card,Yes,1,7.1,1,0,Yes,5,West,0
CUST-03041,29,86.36,Monthly,PayPal,No,0,5.4,1,1,No,4,Northeast,0
CUST-03042,21,39.33,Annual,Debit Card,Yes,1,8.9,1,1,No,5,Northeast,0
CUST-03043,24,34.25,Two-Year,Credit Card,Yes,1,4.8,2,1,Yes,5,South,0
CUST-03044,39,39.0,Annual,Credit Card,No,0,6.9,2,1,No,4,Midwest,0
CUST-03045,14,47.42,Monthly,PayPal,No,2,3.9,1,0,No,5,Midwest,1
CUST-03046,64,10.0,Annual,Credit Card,No,0,1.7,2,0,No,4,Northeast,0
CUST-03047,53,48.27,Monthly,PayPal,No,1,7.4,4,1,Yes,5,South,0
CUST-03048,55,42.2,Monthly,PayPal,Yes,0,11.6,1,1,No,2,Northeast,0
CUST-03049,13,66.11,Monthly,PayPal,No,4,3.2,1,1,No,5,Northeast,1
CUST-03050,51,58.34,Annual,Debit Card,No,0,24.4,2,1,No,4,South,0
CUST-03051,61,41.19,Annual,Credit Card,Yes,3,10.5,1,0,Yes,3,Midwest,0
CUST-03052,13,62.62,Annual,PayPal,No,0,5.7,1,0,No,4,Midwest,0
CUST-03053,55,65.02,Annual,Credit Card,Yes,2,16.5,4,0,Yes,1,Northeast,0
CUST-03054,26,38.17,Monthly,Credit Card,Yes,2,13.5,3,0,Yes,4,Northeast,0
CUST-03055,57,43.13,Annual,Bank Transfer,No,1,11.3,2,1,No,5,Northeast,0
CUST-03056,35,11.94,Two-Year,Credit Card,Yes,0,8.7,3,1,No,3,Midwest,0
CUST-03057,58,32.37,Monthly,Credit Card,No,0,5.8,1,2,Yes,4,Northeast,0
CUST-03058,11,38.64,Two-Year,Bank Transfer,Yes,1,9.9,3,1,Yes,4,West,0
CUST-03059,29,53.33,Two-Year,Credit Card,No,3,8.7,4,0,Yes,5,Midwest,0
CUST-03060,20,34.98,Monthly,Credit Card,Yes,0,16.0,2,1,No,5,Midwest,0
CUST-03061,18,42.76,Monthly,Debit Card,Yes,2,10.8,3,1,No,2,South,0
CUST-03062,23,29.94,Monthly,PayPal,No,0,6.5,3,1,No,3,South,0
CUST-03063,28,55.08,Annual,Bank Transfer,No,3,6.4,1,0,Yes,3,South,0
CUST-03064,10,59.66,Monthly,PayPal,Yes,1,4.7,1,0,Yes,3,South,0
CUST-03065,51,59.24,Monthly,Bank Transfer,Yes,1,9.0,2,1,No,1,Northeast,0
CUST-03066,40,52.22,Annual,Credit Card,Yes,0,5.9,2,1,Yes,4,Northeast,0
CUST-03067,60,24.26,Two-Year,PayPal,No,1,3.4,2,0,Yes,5,Northeast,0
CUST-03068,51,40.84,Annual,Credit Card,No,2,12.8,1,1,No,4,Midwest,0
CUST-03069,11,44.67,Annual,Bank Transfer,No,1,5.6,1,0,No,4,West,0
CUST-03070,6,44.74,Monthly,Bank Transfer,No,1,6.7,1,0,No,3,West,0
CUST-03071,31,53.35,Monthly,Credit Card,Yes,1,17.9,2,1,Yes,3,Midwest,0
CUST-03072,35,77.66,Annual,PayPal,No,1,13.9,1,0,Yes,2,West,0
CUST-03073,18,66.62,Monthly,PayPal,No,0,10.7,1,1,No,2,South,1
CUST-03074,57,34.22,Annual,Credit Card,No,1,8.9,4,0,No,5,West,0
CUST-03075,42,64.21,Two-Year,PayPal,No,0,20.1,2,0,No,5,Northeast,0
CUST-03076,54,63.53,Monthly,Bank Transfer,Yes,0,6.9,3,2,Yes,5,South,0
CUST-03077,8,37.49,Annual,Credit Card,No,1,4.8,1,1,No,5,South,0
CUST-03078,59,67.28,Annual,Credit Card,No,0,15.9,1,2,No,2,Midwest,0
CUST-03079,15,49.11,Annual,Bank Transfer,No,2,10.7,2,0,No,3,Midwest,0
CUST-03080,33,26.62,Monthly,Debit Card,Yes,0,4.2,4,0,No,3,West,0
CUST-03081,32,60.19,Monthly,Debit Card,Yes,3,10.8,2,1,No,2,Northeast,1
CUST-03082,60,55.91,Monthly,PayPal,No,2,2.7,3,0,No,3,West,0
CUST-03083,20,47.9,Annual,PayPal,No,3,14.1,1,1,Yes,4,South,0
CUST-03084,18,51.33,Monthly,Credit Card,Yes,1,9.1,1,0,No,4,Northeast,0
CUST-03085,25,39.06,Monthly,Credit Card,Yes,1,10.0,3,0,No,5,South,0
CUST-03086,26,62.98,Annual,PayPal,No,1,10.3,2,2,Yes,2,Northeast,0
CUST-03087,14,51.22,Monthly,Debit Card,No,0,10.7,1,0,No,4,Midwest,0
CUST-03088,13,55.0,Annual,PayPal,Yes,1,7.7,1,1,No,4,Northeast,0
CUST-03089,17,58.43,Monthly,Bank Transfer,Yes,2,8.2,3,1,No,4,Midwest,0
CUST-03090,34,31.22,Monthly,Credit Card,Yes,3,5.9,1,0,Yes,4,West,0
CUST-03091,25,35.9,Monthly,Bank Transfer,Yes,2,8.9,2,1,No,1,Midwest,1
CUST-03092,29,12.22,Monthly,PayPal,Yes,0,7.7,1,0,No,3,Midwest,1
CUST-03093,52,62.17,Two-Year,Bank Transfer,Yes,2,8.4,1,0,No,3,South,0
CUST-03094,18,30.18,Two-Year,Credit Card,No,0,3.2,2,0,No,3,Northeast,0
CUST-03095,66,54.39,Annual,Debit Card,Yes,0,5.3,1,1,No,3,South,0
CUST-03096,55,58.68,Annual,PayPal,Yes,1,1.5,2,1,Yes,4,South,0
CUST-03097,13,62.84,Annual,Bank Transfer,No,3,7.2,1,2,No,5,South,0
CUST-03098,23,30.33,Two-Year,Bank Transfer,Yes,4,3.8,3,0,No,2,Midwest,0
CUST-03099,14,50.83,Monthly,Debit Card,No,0,2.2,2,1,Yes,3,South,0
